Finding best cluster expansion...
done!
Finding best cluster expansion...
2 41 33 6 1 0.00528102
2 41 33 9 1 0.0051367
2 41 33 11 1 0.00536336
2 41 33 15 1 0.00574547
2 41 33 19 1 0.00621887
2 41 33 22 1 0.00672896
2 41 39 0 1 0.0057775
2 41 39 1 1 0.00602748
2 41 39 3 1 0.0059494
2 41 39 6 1 0.006367
2 41 39 9 1 0.00618706
2 41 39 11 1 0.006022
2 41 39 15 1 0.00632891
2 41 39 19 1 0.00608855
2 41 39 22 1 0.00658798
2 41 39 32 1 4.25353e+37
2 41 44 0 1 0.00625785
2 41 44 1 1 0.00655073
2 41 44 3 1 0.00644961
2 41 44 6 1 0.00703941
2 41 44 9 1 0.0066941
2 41 44 11 1 0.00633978
2 41 44 15 1 0.00685051
2 41 44 19 1 0.00639337
2 41 44 22 1 0.00641718
2 41 44 32 1 4.25353e+37
2 41 49 0 1 0.00623882
2 41 49 1 1 0.00649813
2 41 49 3 1 0.00646421
2 41 49 6 1 0.00702326
2 41 49 9 1 0.00657755
2 41 49 11 1 0.00573616
2 41 49 15 1 0.00603812
2 41 49 19 1 0.00603681
2 41 49 22 1 0.00619111
2 41 49 32 1 4.25353e+37
2 41 54 0 1 0.0061085
2 41 54 1 1 0.00633328
2 41 54 3 1 0.00651154
2 41 54 6 1 0.00711414
2 41 54 9 1 0.006718
2 41 54 11 1 0.00641799
2 41 54 15 1 0.00666685
2 41 54 19 1 0.00590217
2 41 54 22 1 0.00591108
2 41 54 32 1 4.25353e+37
2 41 60 0 1 0.00579466
2 41 60 1 1 0.00600746
2 41 60 3 1 0.00640868
2 41 60 6 1 0.00701272
2 41 60 9 1 0.00701793
2 41 60 11 1 0.00590896
2 41 60 15 1 0.00634686
2 41 60 19 1 0.00626995
2 41 60 22 1 0.00639031
2 41 60 32 1 4.25353e+37
2 41 65 0 1 0.00591869
2 41 65 1 1 0.00607981
2 41 65 3 1 0.00648745
2 41 65 6 1 0.00704996
2 41 65 9 1 0.00745891
2 41 65 11 1 0.00637339
2 41 65 15 1 0.00664129
2 41 65 19 1 0.00631678
2 41 65 22 1 0.00704671
2 41 65 32 1 4.25353e+37
2 41 72 0 1 0.00544885
2 41 72 1 1 0.00557599
2 41 72 3 1 0.00612669
2 41 72 6 1 0.00669835
2 41 72 9 1 0.00683943
2 41 72 11 1 0.00678552
2 41 72 15 1 0.00695914
2 41 72 19 1 0.00734223
2 41 72 22 1 0.00843351
2 41 72 32 1 4.25353e+37
2 41 75 0 1 0.00568525
2 41 75 1 1 0.00591042
2 41 75 3 1 0.00662957
2 41 75 6 1 0.00722221
2 41 75 9 1 0.00709823
2 41 75 11 1 0.00742413
2 41 75 15 1 0.00792418
2 41 75 19 1 0.0076078
2 41 75 22 1 0.00928443
2 41 75 32 1 4.25353e+37
2 41 81 0 1 0.00543298
2 41 81 1 1 0.00603056
2 41 81 3 1 0.00619884
2 41 81 6 1 0.00698165
2 41 81 9 1 0.00593509
2 41 81 11 1 0.00532609
2 41 81 15 1 4.25353e+37
2 41 85 0 1 0.00614159
2 41 85 1 1 0.00717203
2 41 85 3 1 0.00732022
2 41 85 6 1 0.00813474
2 41 85 9 1 0.00705742
2 41 85 11 1 0.00638694
2 41 85 15 1 4.25353e+37
2 41 90 0 1 4.25353e+37
2 42 0 0 1 0.00584859
2 42 1 0 1 0.0044261
2 42 3 0 1 0.0050152
2 42 6 0 1 0.00481829
2 42 6 1 1 0.00535734
2 42 8 0 1 0.00454171
2 42 8 1 1 0.00506569
2 42 10 0 1 0.00424861
2 42 10 1 1 0.00468045
2 42 14 0 1 0.00447581
2 42 14 1 1 0.00471631
2 42 14 3 1 0.00464356
2 42 18 0 1 0.00404651
2 42 18 1 1 0.00450769
2 42 18 3 1 0.00447118
2 42 18 6 1 0.00461435
2 42 21 0 1 0.00423147
2 42 21 1 1 0.00467488
2 42 21 3 1 0.004644
2 42 21 6 1 0.00474817
2 42 21 9 1 0.00458093
2 42 23 0 1 0.00453185
2 42 23 1 1 0.00504962
2 42 23 3 1 0.00501596
2 42 23 6 1 0.00511463
2 42 23 9 1 0.00497968
2 42 23 11 1 0.00484478
2 42 27 0 1 0.00453166
2 42 27 1 1 0.00506037
2 42 27 3 1 0.00511817
2 42 27 6 1 0.0053639
2 42 27 9 1 0.00491829
2 42 27 11 1 0.00463633
2 42 27 15 1 0.00494258
2 42 31 0 1 0.00437952
2 42 31 1 1 0.00482838
2 42 31 3 1 0.00480675
2 42 31 6 1 0.00506694
2 42 31 9 1 0.00471919
2 42 31 11 1 0.00488589
2 42 31 15 1 0.00520711
2 42 31 19 1 0.00568953
2 42 33 0 1 0.00459759
2 42 33 1 1 0.00501497
2 42 33 3 1 0.00488351
2 42 33 6 1 0.00514347
2 42 33 9 1 0.00504806
2 42 33 11 1 0.00531562
2 42 33 15 1 0.00559327
2 42 33 19 1 0.00614391
2 42 33 22 1 0.00666693
2 42 39 0 1 0.00566287
2 42 39 1 1 0.00582942
2 42 39 3 1 0.00576177
2 42 39 6 1 0.00603099
2 42 39 9 1 0.0060553
2 42 39 11 1 0.00595879
2 42 39 15 1 0.00612799
2 42 39 19 1 0.00606412
2 42 39 22 1 0.00657413
2 42 39 32 1 4.25353e+37
2 42 44 0 1 0.00606899
2 42 44 1 1 0.00628117
2 42 44 3 1 0.00612354
2 42 44 6 1 0.00660508
2 42 44 9 1 0.00644756
2 42 44 11 1 0.00623056
2 42 44 15 1 0.00672954
2 42 44 19 1 0.00642862
2 42 44 22 1 0.00647542
2 42 44 32 1 4.25353e+37
2 42 49 0 1 0.0061449
2 42 49 1 1 0.00634108
2 42 49 3 1 0.00629113
2 42 49 6 1 0.00678932
2 42 49 9 1 0.00641595
2 42 49 11 1 0.00574332
2 42 49 15 1 0.0060258
2 42 49 19 1 0.00613093
2 42 49 22 1 0.00630264
2 42 49 32 1 4.25353e+37
2 42 54 0 1 0.00607859
2 42 54 1 1 0.00628221
2 42 54 3 1 0.00645286
2 42 54 6 1 0.0069829
2 42 54 9 1 0.00667952
2 42 54 11 1 0.00650602
2 42 54 15 1 0.00674397
2 42 54 19 1 0.00609145
2 42 54 22 1 0.00606242
2 42 54 32 1 4.25353e+37
2 42 60 0 1 0.00587289
2 42 60 1 1 0.00605921
2 42 60 3 1 0.00647786
2 42 60 6 1 0.00701956
2 42 60 9 1 0.00711695
2 42 60 11 1 0.00611853
2 42 60 15 1 0.00660488
2 42 60 19 1 0.00649995
2 42 60 22 1 0.00664866
2 42 60 32 1 4.25353e+37
2 42 65 0 1 0.00611302
2 42 65 1 1 0.00626414
2 42 65 3 1 0.00665786
2 42 65 6 1 0.00722412
2 42 65 9 1 0.00770986
2 42 65 11 1 0.00667431
2 42 65 15 1 0.00698387
2 42 65 19 1 0.00664512
2 42 65 22 1 0.00745069
2 42 65 32 1 4.25353e+37
2 42 72 0 1 0.00573771
2 42 72 1 1 0.00575283
2 42 72 3 1 0.00627289
2 42 72 6 1 0.00688705
2 42 72 9 1 0.00698662
2 42 72 11 1 0.0069818
2 42 72 15 1 0.00717535
2 42 72 19 1 0.00754566
2 42 72 22 1 0.00881686
2 42 72 32 1 4.25353e+37
2 42 75 0 1 0.00596865
2 42 75 1 1 0.00609226
2 42 75 3 1 0.00674106
2 42 75 6 1 0.00733372
2 42 75 9 1 0.00720385
2 42 75 11 1 0.00756139
2 42 75 15 1 0.00812458
2 42 75 19 1 0.00790487
2 42 75 22 1 0.00966435
2 42 75 32 1 4.25353e+37
2 42 81 0 1 0.00543718
2 42 81 1 1 0.00601019
2 42 81 3 1 0.00626892
2 42 81 6 1 0.00707493
2 42 81 9 1 0.00611234
2 42 81 11 1 0.00554283
2 42 81 15 1 4.25353e+37
2 42 85 0 1 0.00621514
2 42 85 1 1 0.00721762
2 42 85 3 1 0.00751126
2 42 85 6 1 0.00837423
2 42 85 9 1 0.00729993
2 42 85 11 1 0.00670822
2 42 85 15 1 4.25353e+37
2 42 90 0 1 4.25353e+37
2 43 0 0 1 0.00532166
2 43 1 0 1 0.00416106
2 43 3 0 1 0.00472943
2 43 6 0 1 0.00475791
2 43 6 1 1 0.00523669
2 43 8 0 1 0.00442739
2 43 8 1 1 0.00489617
2 43 10 0 1 0.00411633
2 43 10 1 1 0.00449414
2 43 14 0 1 0.00425022
2 43 14 1 1 0.00442586
2 43 14 3 1 0.00438513
2 43 18 0 1 0.00393621
2 43 18 1 1 0.00438483
2 43 18 3 1 0.0043397
2 43 18 6 1 0.00446502
2 43 21 0 1 0.00409315
2 43 21 1 1 0.00451767
2 43 21 3 1 0.00448463
2 43 21 6 1 0.00456325
2 43 21 9 1 0.00454154
2 43 23 0 1 0.00446319
2 43 23 1 1 0.00494104
2 43 23 3 1 0.00491779
2 43 23 6 1 0.00498384
2 43 23 9 1 0.00497431
2 43 23 11 1 0.0048949
2 43 27 0 1 0.00438131
2 43 27 1 1 0.00480621
2 43 27 3 1 0.00488766
2 43 27 6 1 0.00513009
2 43 27 9 1 0.00491509
2 43 27 11 1 0.00469259
2 43 27 15 1 0.00501935
2 43 31 0 1 0.00431911
2 43 31 1 1 0.00465183
2 43 31 3 1 0.00467479
2 43 31 6 1 0.00496564
2 43 31 9 1 0.00476486
2 43 31 11 1 0.00499388
2 43 31 15 1 0.00530918
2 43 31 19 1 0.00580721
2 43 33 0 1 0.00455605
2 43 33 1 1 0.004808
2 43 33 3 1 0.0047456
2 43 33 6 1 0.00502479
2 43 33 9 1 0.00504964
2 43 33 11 1 0.00537768
2 43 33 15 1 0.00566295
2 43 33 19 1 0.00623707
2 43 33 22 1 0.0067851
2 43 39 0 1 0.00574299
2 43 39 1 1 0.00582155
2 43 39 3 1 0.00577939
2 43 39 6 1 0.00606025
2 43 39 9 1 0.00616381
2 43 39 11 1 0.0061164
2 43 39 15 1 0.00628677
2 43 39 19 1 0.00612396
2 43 39 22 1 0.00664705
2 43 39 32 1 4.25353e+37
2 43 44 0 1 0.00610793
2 43 44 1 1 0.00624458
2 43 44 3 1 0.00610873
2 43 44 6 1 0.00654273
2 43 44 9 1 0.00650477
2 43 44 11 1 0.0063178
2 43 44 15 1 0.00680786
2 43 44 19 1 0.00640183
2 43 44 22 1 0.00652277
2 43 44 32 1 4.25353e+37
2 43 49 0 1 0.0062181
2 43 49 1 1 0.00635799
2 43 49 3 1 0.00632256
2 43 49 6 1 0.00677322
2 43 49 9 1 0.00647865
2 43 49 11 1 0.00581926
2 43 49 15 1 0.0060998
2 43 49 19 1 0.00622995
2 43 49 22 1 0.00644088
2 43 49 32 1 4.25353e+37
2 43 54 0 1 0.00624979
2 43 54 1 1 0.00643332
2 43 54 3 1 0.00660025
2 43 54 6 1 0.00711796
2 43 54 9 1 0.00674082
2 43 54 11 1 0.0065318
2 43 54 15 1 0.0067098
2 43 54 19 1 0.00627665
2 43 54 22 1 0.00643002
2 43 54 32 1 4.25353e+37
2 43 60 0 1 0.00602668
2 43 60 1 1 0.00624017
2 43 60 3 1 0.0067019
2 43 60 6 1 0.00722509
2 43 60 9 1 0.00722005
2 43 60 11 1 0.0061726
2 43 60 15 1 0.00654567
2 43 60 19 1 0.00663696
2 43 60 22 1 0.00691052
2 43 60 32 1 4.25353e+37
2 43 65 0 1 0.0063534
2 43 65 1 1 0.00652637
2 43 65 3 1 0.00696989
2 43 65 6 1 0.00750268
2 43 65 9 1 0.00782155
2 43 65 11 1 0.00679799
2 43 65 15 1 0.0069359
2 43 65 19 1 0.00675871
2 43 65 22 1 0.00777412
2 43 65 32 1 4.25353e+37
2 43 72 0 1 0.0059837
2 43 72 1 1 0.00596777
2 43 72 3 1 0.00651921
2 43 72 6 1 0.00721374
2 43 72 9 1 0.00724433
2 43 72 11 1 0.00734764
2 43 72 15 1 0.00747161
2 43 72 19 1 0.00789077
2 43 72 22 1 0.00934446
2 43 72 32 1 4.25353e+37
2 43 75 0 1 0.00619147
2 43 75 1 1 0.00627354
2 43 75 3 1 0.00699627
2 43 75 6 1 0.0076577
2 43 75 9 1 0.00750595
2 43 75 11 1 0.00800824
2 43 75 15 1 0.00842588
2 43 75 19 1 0.00821118
2 43 75 22 1 0.0103227
2 43 75 32 1 4.25353e+37
2 43 81 0 1 0.00577335
2 43 81 1 1 0.00617351
2 43 81 3 1 0.00659641
2 43 81 6 1 0.00739834
2 43 81 9 1 0.0066755
2 43 81 11 1 0.00625212
2 43 81 15 1 4.25353e+37
2 43 85 0 1 0.00667125
2 43 85 1 1 0.00733511
2 43 85 3 1 0.00751446
2 43 85 6 1 0.00847149
2 43 85 9 1 0.00789448
2 43 85 11 1 0.00736552
2 43 85 15 1 4.25353e+37
2 43 90 0 1 4.25353e+37
2 44 0 0 1 0.00546815
2 44 1 0 1 0.00414381
2 44 3 0 1 0.00472689
2 44 6 0 1 0.00483319
2 44 6 1 1 0.00526217
2 44 8 0 1 0.00450972
2 44 8 1 1 0.00496497
2 44 10 0 1 0.00418529
2 44 10 1 1 0.00457109
2 44 14 0 1 0.00434964
2 44 14 1 1 0.00457867
2 44 14 3 1 0.00453821
2 44 18 0 1 0.00413512
2 44 18 1 1 0.00455394
2 44 18 3 1 0.0044732
2 44 18 6 1 0.00457248
2 44 21 0 1 0.00430323
2 44 21 1 1 0.00470905
2 44 21 3 1 0.00464871
2 44 21 6 1 0.00470578
2 44 21 9 1 0.00459643
2 44 23 0 1 0.00471416
2 44 23 1 1 0.00518215
2 44 23 3 1 0.00512024
2 44 23 6 1 0.00516415
2 44 23 9 1 0.00505116
2 44 23 11 1 0.00486418
2 44 27 0 1 0.00455645
2 44 27 1 1 0.00498716
2 44 27 3 1 0.00505733
2 44 27 6 1 0.00528795
2 44 27 9 1 0.00498251
2 44 27 11 1 0.00459659
2 44 27 15 1 0.004769
2 44 31 0 1 0.00445592
2 44 31 1 1 0.00478781
2 44 31 3 1 0.00480555
2 44 31 6 1 0.00508366
2 44 31 9 1 0.00481092
2 44 31 11 1 0.00491455
2 44 31 15 1 0.00506035
2 44 31 19 1 0.00573952
2 44 33 0 1 0.00466468
2 44 33 1 1 0.0049134
2 44 33 3 1 0.00484137
2 44 33 6 1 0.00511966
2 44 33 9 1 0.0051121
2 44 33 11 1 0.00534707
2 44 33 15 1 0.00550401
2 44 33 19 1 0.00627587
2 44 33 22 1 0.00674109
2 44 39 0 1 0.00593796
2 44 39 1 1 0.00593678
2 44 39 3 1 0.00589985
2 44 39 6 1 0.00614046
2 44 39 9 1 0.00639314
2 44 39 11 1 0.00629577
2 44 39 15 1 0.00642539
2 44 39 19 1 0.00625654
2 44 39 22 1 0.00681076
2 44 39 32 1 4.25353e+37
2 44 44 0 1 0.00640382
2 44 44 1 1 0.00644868
2 44 44 3 1 0.00629662
2 44 44 6 1 0.00666537
2 44 44 9 1 0.00676457
2 44 44 11 1 0.0064846
2 44 44 15 1 0.00697499
2 44 44 19 1 0.00665956
2 44 44 22 1 0.0065679
2 44 44 32 1 4.25353e+37
2 44 49 0 1 0.00636977
2 44 49 1 1 0.00641532
2 44 49 3 1 0.00638036
2 44 49 6 1 0.00673755
2 44 49 9 1 0.00667678
2 44 49 11 1 0.00598743
2 44 49 15 1 0.00629984
2 44 49 19 1 0.00649514
2 44 49 22 1 0.00657305
2 44 49 32 1 4.25353e+37
2 44 54 0 1 0.00622277
2 44 54 1 1 0.00637841
2 44 54 3 1 0.00654626
2 44 54 6 1 0.00696346
2 44 54 9 1 0.00685437
2 44 54 11 1 0.00671305
2 44 54 15 1 0.00692677
2 44 54 19 1 0.00650434
2 44 54 22 1 0.00644647
2 44 54 32 1 4.25353e+37
2 44 60 0 1 0.00603471
2 44 60 1 1 0.00622156
2 44 60 3 1 0.0067159
2 44 60 6 1 0.00731734
2 44 60 9 1 0.00757229
2 44 60 11 1 0.00654462
2 44 60 15 1 0.00696269
2 44 60 19 1 0.00685639
2 44 60 22 1 0.00690271
2 44 60 32 1 4.25353e+37
2 44 65 0 1 0.00658349
2 44 65 1 1 0.00674561
2 44 65 3 1 0.00720543
2 44 65 6 1 0.00793422
2 44 65 9 1 0.00832024
2 44 65 11 1 0.0072433
2 44 65 15 1 0.00744858
2 44 65 19 1 0.00681326
2 44 65 22 1 0.00784615
2 44 65 32 1 4.25353e+37
2 44 72 0 1 0.00579843
2 44 72 1 1 0.00579861
2 44 72 3 1 0.00635994
2 44 72 6 1 0.00708985
2 44 72 9 1 0.00707707
2 44 72 11 1 0.00725301
2 44 72 15 1 0.00750265
2 44 72 19 1 0.00717438
2 44 72 22 1 0.00897632
2 44 72 32 1 4.25353e+37
2 44 75 0 1 0.00573293
2 44 75 1 1 0.00592574
2 44 75 3 1 0.00671472
2 44 75 6 1 0.00735399
2 44 75 9 1 0.00750944
2 44 75 11 1 0.00805986
2 44 75 15 1 0.0085382
2 44 75 19 1 0.00728812
2 44 75 22 1 0.0101366
2 44 75 32 1 4.25353e+37
2 44 81 0 1 0.00556031
2 44 81 1 1 0.00608538
2 44 81 3 1 0.00663188
2 44 81 6 1 0.00735085
2 44 81 9 1 0.00681331
2 44 81 11 1 0.00633109
2 44 81 15 1 4.25353e+37
2 44 85 0 1 0.00645002
2 44 85 1 1 0.00742024
2 44 85 3 1 0.00804888
2 44 85 6 1 0.00884438
2 44 85 9 1 0.00828334
2 44 85 11 1 0.00761692
2 44 85 15 1 4.25353e+37
2 44 90 0 1 4.25353e+37
2 45 0 0 1 0.005291
2 45 1 0 1 0.00398864
2 45 3 0 1 0.00462532
2 45 6 0 1 0.00485784
2 45 6 1 1 0.00535536
2 45 8 0 1 0.00457986
2 45 8 1 1 0.00508364
2 45 10 0 1 0.00421985
2 45 10 1 1 0.0046413
2 45 14 0 1 0.00440867
2 45 14 1 1 0.00466832
2 45 14 3 1 0.00457475
2 45 18 0 1 0.00413101
2 45 18 1 1 0.00455945
2 45 18 3 1 0.0043373
2 45 18 6 1 0.00449297
2 45 21 0 1 0.00427239
2 45 21 1 1 0.00470309
2 45 21 3 1 0.00448424
2 45 21 6 1 0.00459255
2 45 21 9 1 0.00460689
2 45 23 0 1 0.00473307
2 45 23 1 1 0.00525191
2 45 23 3 1 0.00505917
2 45 23 6 1 0.0051001
2 45 23 9 1 0.00510859
2 45 23 11 1 0.00476594
2 45 27 0 1 0.00461285
2 45 27 1 1 0.00510381
2 45 27 3 1 0.00507736
2 45 27 6 1 0.00529998
2 45 27 9 1 0.0051094
2 45 27 11 1 0.0046042
2 45 27 15 1 0.00481656
2 45 31 0 1 0.00437986
2 45 31 1 1 0.00477465
2 45 31 3 1 0.00459462
2 45 31 6 1 0.00486766
2 45 31 9 1 0.00473053
2 45 31 11 1 0.00482749
2 45 31 15 1 0.0050485
2 45 31 19 1 0.005536
2 45 33 0 1 0.00461736
2 45 33 1 1 0.00493622
2 45 33 3 1 0.0047156
2 45 33 6 1 0.00501129
2 45 33 9 1 0.00509505
2 45 33 11 1 0.00533655
2 45 33 15 1 0.00553544
2 45 33 19 1 0.00614792
2 45 33 22 1 0.00657508
2 45 39 0 1 0.00587381
2 45 39 1 1 0.00590541
2 45 39 3 1 0.00564961
2 45 39 6 1 0.00597541
2 45 39 9 1 0.00635055
2 45 39 11 1 0.00627592
2 45 39 15 1 0.00649962
2 45 39 19 1 0.0061717
2 45 39 22 1 0.00669001
2 45 39 32 1 4.25353e+37
2 45 44 0 1 0.0065812
2 45 44 1 1 0.00662834
2 45 44 3 1 0.00632167
2 45 44 6 1 0.00676018
2 45 44 9 1 0.00693854
2 45 44 11 1 0.00663199
2 45 44 15 1 0.00714013
2 45 44 19 1 0.00675123
2 45 44 22 1 0.00669681
2 45 44 32 1 4.25353e+37
2 45 49 0 1 0.00630525
2 45 49 1 1 0.00634899
2 45 49 3 1 0.00603599
2 45 49 6 1 0.00645147
2 45 49 9 1 0.00661159
2 45 49 11 1 0.0059559
2 45 49 15 1 0.00622968
2 45 49 19 1 0.00643347
2 45 49 22 1 0.00654888
2 45 49 32 1 4.25353e+37
2 45 54 0 1 0.0061271
2 45 54 1 1 0.00627622
2 45 54 3 1 0.00617062
2 45 54 6 1 0.00658513
2 45 54 9 1 0.00672443
2 45 54 11 1 0.00666021
2 45 54 15 1 0.00673241
2 45 54 19 1 0.00634546
2 45 54 22 1 0.00632888
2 45 54 32 1 4.25353e+37
2 45 60 0 1 0.00590528
2 45 60 1 1 0.00608775
2 45 60 3 1 0.00644806
2 45 60 6 1 0.00706881
2 45 60 9 1 0.00748797
2 45 60 11 1 0.00655732
2 45 60 15 1 0.00687315
2 45 60 19 1 0.0068734
2 45 60 22 1 0.00686963
2 45 60 32 1 4.25353e+37
2 45 65 0 1 0.00625985
2 45 65 1 1 0.00640929
2 45 65 3 1 0.00680506
2 45 65 6 1 0.00763174
2 45 65 9 1 0.00813162
2 45 65 11 1 0.00714414
2 45 65 15 1 0.00734006
2 45 65 19 1 0.0069253
2 45 65 22 1 0.00790737
2 45 65 32 1 4.25353e+37
2 45 72 0 1 0.00582336
2 45 72 1 1 0.0058552
2 45 72 3 1 0.00643959
2 45 72 6 1 0.00709879
2 45 72 9 1 0.00714206
2 45 72 11 1 0.0075371
2 45 72 15 1 0.0078446
2 45 72 19 1 0.0075756
2 45 72 22 1 0.00949407
2 45 72 32 1 4.25353e+37
2 45 75 0 1 0.00576359
2 45 75 1 1 0.00596087
2 45 75 3 1 0.00675494
2 45 75 6 1 0.00731453
2 45 75 9 1 0.00751984
2 45 75 11 1 0.00839405
2 45 75 15 1 0.00893007
2 45 75 19 1 0.00775986
2 45 75 22 1 4.25353e+37
2 45 81 0 1 0.0050989
2 45 81 1 1 0.00561232
2 45 81 3 1 0.00510771
2 45 81 6 1 0.00592401
2 45 81 9 1 0.00518396
2 45 81 11 1 4.25353e+37
2 45 85 0 1 0.00580152
2 45 85 1 1 0.00661774
2 45 85 3 1 0.00604118
2 45 85 6 1 0.00681587
2 45 85 9 1 4.25353e+37
2 45 90 0 1 4.25353e+37
2 46 0 0 1 0.00532553
2 46 1 0 1 0.00407978
2 46 3 0 1 0.00470309
2 46 6 0 1 0.00492418
2 46 6 1 1 0.0054325
2 46 8 0 1 0.00467648
2 46 8 1 1 0.00518609
2 46 10 0 1 0.00422243
2 46 10 1 1 0.00466585
2 46 14 0 1 0.00445328
2 46 14 1 1 0.00476866
2 46 14 3 1 0.00467323
2 46 18 0 1 0.0042766
2 46 18 1 1 0.00472301
2 46 18 3 1 0.00451976
2 46 18 6 1 0.00462081
2 46 21 0 1 0.00447597
2 46 21 1 1 0.00491853
2 46 21 3 1 0.00474587
2 46 21 6 1 0.00483482
2 46 21 9 1 0.00473847
2 46 23 0 1 0.00493413
2 46 23 1 1 0.00546983
2 46 23 3 1 0.00532834
2 46 23 6 1 0.00533801
2 46 23 9 1 0.00523674
2 46 23 11 1 0.00488788
2 46 27 0 1 0.00491104
2 46 27 1 1 0.00541742
2 46 27 3 1 0.0054438
2 46 27 6 1 0.0056249
2 46 27 9 1 0.00532943
2 46 27 11 1 0.0048339
2 46 27 15 1 0.00510115
2 46 31 0 1 0.00463622
2 46 31 1 1 0.00498685
2 46 31 3 1 0.00477699
2 46 31 6 1 0.00498948
2 46 31 9 1 0.0048277
2 46 31 11 1 0.00495663
2 46 31 15 1 0.00521306
2 46 31 19 1 0.00547881
2 46 33 0 1 0.00484706
2 46 33 1 1 0.00515028
2 46 33 3 1 0.00490891
2 46 33 6 1 0.00515354
2 46 33 9 1 0.00520788
2 46 33 11 1 0.00548347
2 46 33 15 1 0.005721
2 46 33 19 1 0.00610621
2 46 33 22 1 0.00650485
2 46 39 0 1 0.00605771
2 46 39 1 1 0.00608894
2 46 39 3 1 0.00584877
2 46 39 6 1 0.00616186
2 46 39 9 1 0.0065126
2 46 39 11 1 0.00650934
2 46 39 15 1 0.00680401
2 46 39 19 1 0.00616656
2 46 39 22 1 0.00664008
2 46 39 32 1 4.25353e+37
2 46 44 0 1 0.00661084
2 46 44 1 1 0.00664095
2 46 44 3 1 0.00638524
2 46 44 6 1 0.00681913
2 46 44 9 1 0.00702046
2 46 44 11 1 0.00668841
2 46 44 15 1 0.00726039
2 46 44 19 1 0.006913
2 46 44 22 1 0.00682759
2 46 44 32 1 4.25353e+37
2 46 49 0 1 0.00635169
2 46 49 1 1 0.00637718
2 46 49 3 1 0.00610353
2 46 49 6 1 0.00651419
2 46 49 9 1 0.00669937
2 46 49 11 1 0.00600444
2 46 49 15 1 0.00630421
2 46 49 19 1 0.00659725
2 46 49 22 1 0.00675357
2 46 49 32 1 4.25353e+37
2 46 54 0 1 0.00620563
2 46 54 1 1 0.00634925
2 46 54 3 1 0.00624513
2 46 54 6 1 0.00666511
2 46 54 9 1 0.00676027
2 46 54 11 1 0.00674148
2 46 54 15 1 0.00682848
2 46 54 19 1 0.00649235
2 46 54 22 1 0.00646882
2 46 54 32 1 4.25353e+37
2 46 60 0 1 0.0060403
2 46 60 1 1 0.00620354
2 46 60 3 1 0.00654217
2 46 60 6 1 0.00712875
2 46 60 9 1 0.00735164
2 46 60 11 1 0.00666775
2 46 60 15 1 0.00704876
2 46 60 19 1 0.00704128
2 46 60 22 1 0.00707264
2 46 60 32 1 4.25353e+37
2 46 65 0 1 0.00638034
2 46 65 1 1 0.00652508
2 46 65 3 1 0.00688712
2 46 65 6 1 0.00767384
2 46 65 9 1 0.00786912
2 46 65 11 1 0.00719772
2 46 65 15 1 0.00737618
2 46 65 19 1 0.00720289
2 46 65 22 1 0.00823619
2 46 65 32 1 4.25353e+37
2 46 72 0 1 0.00605952
2 46 72 1 1 0.00610941
2 46 72 3 1 0.0066977
2 46 72 6 1 0.00739193
2 46 72 9 1 0.00693209
2 46 72 11 1 0.00731289
2 46 72 15 1 0.00747515
2 46 72 19 1 0.00774741
2 46 72 22 1 0.00998494
2 46 72 32 1 4.25353e+37
2 46 75 0 1 0.0059683
2 46 75 1 1 0.00621387
2 46 75 3 1 0.00700865
2 46 75 6 1 0.00757984
2 46 75 9 1 0.00717978
2 46 75 11 1 0.00814151
2 46 75 15 1 0.0084785
2 46 75 19 1 0.00787692
2 46 75 22 1 4.25353e+37
2 46 81 0 1 0.00548049
2 46 81 1 1 0.00594244
2 46 81 3 1 0.00523068
2 46 81 6 1 0.00612827
2 46 81 9 1 0.0055296
2 46 81 11 1 4.25353e+37
2 46 85 0 1 0.00639857
2 46 85 1 1 0.00720755
2 46 85 3 1 0.00582311
2 46 85 6 1 0.00658877
2 46 85 9 1 4.25353e+37
2 46 90 0 1 4.25353e+37
2 47 0 0 1 0.00537522
2 47 1 0 1 0.00412154
2 47 3 0 1 0.00468979
2 47 6 0 1 0.0050373
2 47 6 1 1 0.00552915
2 47 8 0 1 0.00477987
2 47 8 1 1 0.0052864
2 47 10 0 1 0.0042991
2 47 10 1 1 0.00475536
2 47 14 0 1 0.00444788
2 47 14 1 1 0.00480477
2 47 14 3 1 0.00471443
2 47 18 0 1 0.00430218
2 47 18 1 1 0.00473998
2 47 18 3 1 0.00453106
2 47 18 6 1 0.00466011
2 47 21 0 1 0.00448292
2 47 21 1 1 0.00493619
2 47 21 3 1 0.00476156
2 47 21 6 1 0.00488977
2 47 21 9 1 0.00480025
2 47 23 0 1 0.00495297
2 47 23 1 1 0.00552198
2 47 23 3 1 0.00536883
2 47 23 6 1 0.00541357
2 47 23 9 1 0.00532228
2 47 23 11 1 0.00489176
2 47 27 0 1 0.00495233
2 47 27 1 1 0.00548257
2 47 27 3 1 0.00550612
2 47 27 6 1 0.00569861
2 47 27 9 1 0.00539831
2 47 27 11 1 0.00483169
2 47 27 15 1 0.0051563
2 47 31 0 1 0.00470219
2 47 31 1 1 0.0050488
2 47 31 3 1 0.00483436
2 47 31 6 1 0.00504026
2 47 31 9 1 0.00488029
2 47 31 11 1 0.00504662
2 47 31 15 1 0.00539993
2 47 31 19 1 0.00571444
