Finding best cluster expansion...
done!
Finding best cluster expansion...
2 21 33 22 1 0.00837347
2 21 39 0 1 0.00687108
2 21 39 1 1 0.00712067
2 21 39 3 1 0.00720994
2 21 39 6 1 0.00708986
2 21 39 9 1 0.00690336
2 21 39 11 1 0.00626112
2 21 39 15 1 0.00621641
2 21 39 19 1 0.00592194
2 21 39 22 1 0.00634744
2 21 39 32 1 4.25353e+37
2 21 44 0 1 0.00705691
2 21 44 1 1 0.00710097
2 21 44 3 1 0.00731504
2 21 44 6 1 0.00740645
2 21 44 9 1 0.00716714
2 21 44 11 1 0.00642053
2 21 44 15 1 0.00601485
2 21 44 19 1 0.00641261
2 21 44 22 1 0.00678061
2 21 44 32 1 4.25353e+37
2 22 0 0 1 0.00440795
2 22 1 0 1 0.00385309
2 22 3 0 1 0.00437528
2 22 6 0 1 0.00383793
2 22 6 1 1 0.00431146
2 22 8 0 1 0.00384822
2 22 8 1 1 0.00436189
2 22 10 0 1 0.00371568
2 22 10 1 1 0.00423749
2 22 14 0 1 0.00389827
2 22 14 1 1 0.00438698
2 22 14 3 1 0.00430359
2 22 18 0 1 0.00383795
2 22 18 1 1 0.00421599
2 22 18 3 1 0.00412692
2 22 18 6 1 0.00442813
2 22 21 0 1 0.00401498
2 22 21 1 1 0.00434626
2 22 21 3 1 0.00426923
2 22 21 6 1 0.00460844
2 22 21 9 1 0.00468702
2 22 23 0 1 0.00403093
2 22 23 1 1 0.00439784
2 22 23 3 1 0.00431588
2 22 23 6 1 0.00471905
2 22 23 9 1 0.00479466
2 22 23 11 1 0.00514268
2 22 27 0 1 0.00418401
2 22 27 1 1 0.00462176
2 22 27 3 1 0.00453335
2 22 27 6 1 0.00497792
2 22 27 9 1 0.00460821
2 22 27 11 1 0.00479948
2 22 27 15 1 0.00513374
2 22 31 0 1 0.00376964
2 22 31 1 1 0.00436846
2 22 31 3 1 0.00419609
2 22 31 6 1 0.0045857
2 22 31 9 1 0.00441325
2 22 31 11 1 0.00447364
2 22 31 15 1 0.00480239
2 22 31 19 1 0.0058182
2 22 33 0 1 0.00378724
2 22 33 1 1 0.00442633
2 22 33 3 1 0.00421612
2 22 33 6 1 0.00464289
2 22 33 9 1 0.00448379
2 22 33 11 1 0.00466806
2 22 33 15 1 0.00500032
2 22 33 19 1 0.00605813
2 22 33 22 1 0.00641163
2 22 39 0 1 0.00483699
2 22 39 1 1 0.0053076
2 22 39 3 1 0.00499677
2 22 39 6 1 0.00534857
2 22 39 9 1 0.00530524
2 22 39 11 1 0.00475761
2 22 39 15 1 0.0048647
2 22 39 19 1 0.00559045
2 22 39 22 1 0.00605275
2 22 39 32 1 4.25353e+37
2 22 44 0 1 0.00493698
2 22 44 1 1 0.00526164
2 22 44 3 1 0.00500013
2 22 44 6 1 0.00531915
2 22 44 9 1 0.005288
2 22 44 11 1 0.00441123
2 22 44 15 1 0.00469774
2 22 44 19 1 0.00521717
2 22 44 22 1 0.00579397
2 22 44 32 1 4.25353e+37
2 22 49 0 1 0.00531518
2 22 49 1 1 0.00548895
2 22 49 3 1 0.00518487
2 22 49 6 1 0.00545857
2 22 49 9 1 0.00554831
2 22 49 11 1 0.00440223
2 22 49 15 1 0.00459546
2 22 49 19 1 0.00502089
2 22 49 22 1 0.0054408
2 22 49 32 1 4.25353e+37
2 23 0 0 1 0.00417099
2 23 1 0 1 0.00362277
2 23 3 0 1 0.00409793
2 23 6 0 1 0.00372283
2 23 6 1 1 0.00411841
2 23 8 0 1 0.00367991
2 23 8 1 1 0.00409747
2 23 10 0 1 0.00353608
2 23 10 1 1 0.00389984
2 23 14 0 1 0.00362338
2 23 14 1 1 0.00393208
2 23 14 3 1 0.0038191
2 23 18 0 1 0.00384232
2 23 18 1 1 0.00396032
2 23 18 3 1 0.00379429
2 23 18 6 1 0.0040916
2 23 21 0 1 0.00397778
2 23 21 1 1 0.00405759
2 23 21 3 1 0.00387866
2 23 21 6 1 0.00419544
2 23 21 9 1 0.00439486
2 23 23 0 1 0.00399433
2 23 23 1 1 0.00409863
2 23 23 3 1 0.00391876
2 23 23 6 1 0.00426953
2 23 23 9 1 0.00445608
2 23 23 11 1 0.00477034
2 23 27 0 1 0.00391429
2 23 27 1 1 0.0041111
2 23 27 3 1 0.00395491
2 23 27 6 1 0.00437135
2 23 27 9 1 0.0043221
2 23 27 11 1 0.00456371
2 23 27 15 1 0.00501521
2 23 31 0 1 0.00355502
2 23 31 1 1 0.00400552
2 23 31 3 1 0.00378879
2 23 31 6 1 0.00415171
2 23 31 9 1 0.00415757
2 23 31 11 1 0.00430579
2 23 31 15 1 0.00475686
2 23 31 19 1 0.00582705
2 23 33 0 1 0.00358965
2 23 33 1 1 0.00407732
2 23 33 3 1 0.00382708
2 23 33 6 1 0.00420079
2 23 33 9 1 0.00422775
2 23 33 11 1 0.00445917
2 23 33 15 1 0.00492779
2 23 33 19 1 0.00610413
2 23 33 22 1 0.00649007
2 23 39 0 1 0.00472419
2 23 39 1 1 0.00508946
2 23 39 3 1 0.00476241
2 23 39 6 1 0.00523471
2 23 39 9 1 0.00532518
2 23 39 11 1 0.00462046
2 23 39 15 1 0.00478225
2 23 39 19 1 0.00558998
2 23 39 22 1 0.00601993
2 23 39 32 1 4.25353e+37
2 23 44 0 1 0.00498933
2 23 44 1 1 0.00527617
2 23 44 3 1 0.00500321
2 23 44 6 1 0.00545306
2 23 44 9 1 0.00549214
2 23 44 11 1 0.00452283
2 23 44 15 1 0.00485063
2 23 44 19 1 0.00540389
2 23 44 22 1 0.0059309
2 23 44 32 1 4.25353e+37
2 23 49 0 1 0.00540086
2 23 49 1 1 0.0055524
2 23 49 3 1 0.00523428
2 23 49 6 1 0.00558966
2 23 49 9 1 0.00569096
2 23 49 11 1 0.00462102
2 23 49 15 1 0.00490828
2 23 49 19 1 0.0052631
2 23 49 22 1 0.00567107
2 23 49 32 1 4.25353e+37
2 23 54 0 1 0.00490456
2 23 54 1 1 0.00510071
2 23 54 3 1 0.0049332
2 23 54 6 1 0.00529685
2 23 54 9 1 0.00550951
2 23 54 11 1 0.00466987
2 23 54 15 1 0.00499452
2 23 54 19 1 0.00499861
2 23 54 22 1 0.00571203
2 23 54 32 1 4.25353e+37
2 24 0 0 1 0.0041825
2 24 1 0 1 0.00364192
2 24 3 0 1 0.00412838
2 24 6 0 1 0.00375836
2 24 6 1 1 0.00414565
2 24 8 0 1 0.00373558
2 24 8 1 1 0.00414115
2 24 10 0 1 0.00359825
2 24 10 1 1 0.00394958
2 24 14 0 1 0.00368389
2 24 14 1 1 0.00398867
2 24 14 3 1 0.00385861
2 24 18 0 1 0.00390836
2 24 18 1 1 0.00401193
2 24 18 3 1 0.00385522
2 24 18 6 1 0.00416312
2 24 21 0 1 0.00404466
2 24 21 1 1 0.00410517
2 24 21 3 1 0.00393216
2 24 21 6 1 0.00425078
2 24 21 9 1 0.0044636
2 24 23 0 1 0.00407854
2 24 23 1 1 0.00415613
2 24 23 3 1 0.00399129
2 24 23 6 1 0.00435417
2 24 23 9 1 0.00454254
2 24 23 11 1 0.00485527
2 24 27 0 1 0.00400969
2 24 27 1 1 0.00417945
2 24 27 3 1 0.00403022
2 24 27 6 1 0.00446053
2 24 27 9 1 0.00441289
2 24 27 11 1 0.00465127
2 24 27 15 1 0.00509581
2 24 31 0 1 0.00362078
2 24 31 1 1 0.00408062
2 24 31 3 1 0.00387261
2 24 31 6 1 0.00425637
2 24 31 9 1 0.00424814
2 24 31 11 1 0.00432237
2 24 31 15 1 0.00476024
2 24 31 19 1 0.00578983
2 24 33 0 1 0.00364724
2 24 33 1 1 0.00414759
2 24 33 3 1 0.00390879
2 24 33 6 1 0.00431177
2 24 33 9 1 0.00433579
2 24 33 11 1 0.00452712
2 24 33 15 1 0.00499468
2 24 33 19 1 0.00616287
2 24 33 22 1 0.00652578
2 24 39 0 1 0.00469605
2 24 39 1 1 0.00508134
2 24 39 3 1 0.00470581
2 24 39 6 1 0.00520495
2 24 39 9 1 0.00531411
2 24 39 11 1 0.00473393
2 24 39 15 1 0.0049423
2 24 39 19 1 0.00584603
2 24 39 22 1 0.006274
2 24 39 32 1 4.25353e+37
2 24 44 0 1 0.00490061
2 24 44 1 1 0.00520813
2 24 44 3 1 0.00489136
2 24 44 6 1 0.00538967
2 24 44 9 1 0.00545553
2 24 44 11 1 0.00464456
2 24 44 15 1 0.0049855
2 24 44 19 1 0.0054939
2 24 44 22 1 0.00595192
2 24 44 32 1 4.25353e+37
2 24 49 0 1 0.00535678
2 24 49 1 1 0.00556884
2 24 49 3 1 0.00519422
2 24 49 6 1 0.00558728
2 24 49 9 1 0.00573707
2 24 49 11 1 0.00476011
2 24 49 15 1 0.00507237
2 24 49 19 1 0.00537567
2 24 49 22 1 0.00577478
2 24 49 32 1 4.25353e+37
2 24 54 0 1 0.00494864
2 24 54 1 1 0.00518497
2 24 54 3 1 0.00498443
2 24 54 6 1 0.00538215
2 24 54 9 1 0.00564304
2 24 54 11 1 0.00483281
2 24 54 15 1 0.00515473
2 24 54 19 1 0.00511944
2 24 54 22 1 0.00583234
2 24 54 32 1 4.25353e+37
2 24 60 0 1 0.00456431
2 24 60 1 1 0.00479729
2 24 60 3 1 0.00466226
2 24 60 6 1 0.00504475
2 24 60 9 1 0.00552991
2 24 60 11 1 0.00420525
2 24 60 15 1 0.00451855
2 24 60 19 1 0.00463876
2 24 60 22 1 0.00519579
2 24 60 32 1 4.25353e+37
2 25 0 0 1 0.00422717
2 25 1 0 1 0.0036995
2 25 3 0 1 0.00429414
2 25 6 0 1 0.00389755
2 25 6 1 1 0.00428423
2 25 8 0 1 0.00385586
2 25 8 1 1 0.00425701
2 25 10 0 1 0.00377421
2 25 10 1 1 0.00411044
2 25 14 0 1 0.00380409
2 25 14 1 1 0.00407602
2 25 14 3 1 0.00390363
2 25 18 0 1 0.00406963
2 25 18 1 1 0.00414056
2 25 18 3 1 0.00399801
2 25 18 6 1 0.0042883
2 25 21 0 1 0.00421108
2 25 21 1 1 0.00424525
2 25 21 3 1 0.00408268
2 25 21 6 1 0.00436155
2 25 21 9 1 0.00466438
2 25 23 0 1 0.00422513
2 25 23 1 1 0.00427162
2 25 23 3 1 0.00412771
2 25 23 6 1 0.00443716
2 25 23 9 1 0.00472368
2 25 23 11 1 0.00505396
2 25 27 0 1 0.00411924
2 25 27 1 1 0.00423889
2 25 27 3 1 0.00409136
2 25 27 6 1 0.00446686
2 25 27 9 1 0.00462185
2 25 27 11 1 0.00486862
2 25 27 15 1 0.00535999
2 25 31 0 1 0.00363364
2 25 31 1 1 0.00401211
2 25 31 3 1 0.0037875
2 25 31 6 1 0.00410988
2 25 31 9 1 0.00434893
2 25 31 11 1 0.00445926
2 25 31 15 1 0.00491853
2 25 31 19 1 0.00594496
2 25 33 0 1 0.00366148
2 25 33 1 1 0.0040839
2 25 33 3 1 0.00380738
2 25 33 6 1 0.00413783
2 25 33 9 1 0.00442953
2 25 33 11 1 0.00468181
2 25 33 15 1 0.00518733
2 25 33 19 1 0.00637559
2 25 33 22 1 0.00674336
2 25 39 0 1 0.00480727
2 25 39 1 1 0.00513419
2 25 39 3 1 0.00473069
2 25 39 6 1 0.00527814
2 25 39 9 1 0.00550568
2 25 39 11 1 0.00496377
2 25 39 15 1 0.00520199
2 25 39 19 1 0.00615476
2 25 39 22 1 0.0065527
2 25 39 32 1 4.25353e+37
2 25 44 0 1 0.00500024
2 25 44 1 1 0.00528333
2 25 44 3 1 0.00491409
2 25 44 6 1 0.00548716
2 25 44 9 1 0.00565748
2 25 44 11 1 0.00494521
2 25 44 15 1 0.00531212
2 25 44 19 1 0.0059415
2 25 44 22 1 0.0063517
2 25 44 32 1 4.25353e+37
2 25 49 0 1 0.00548135
2 25 49 1 1 0.00566139
2 25 49 3 1 0.00523759
2 25 49 6 1 0.00572998
2 25 49 9 1 0.00594244
2 25 49 11 1 0.00507831
2 25 49 15 1 0.00545277
2 25 49 19 1 0.00582539
2 25 49 22 1 0.00619041
2 25 49 32 1 4.25353e+37
2 25 54 0 1 0.00524317
2 25 54 1 1 0.00544029
2 25 54 3 1 0.0052327
2 25 54 6 1 0.00567636
2 25 54 9 1 0.00596357
2 25 54 11 1 0.00519832
2 25 54 15 1 0.00559143
2 25 54 19 1 0.00556969
2 25 54 22 1 0.00628256
2 25 54 32 1 4.25353e+37
2 25 60 0 1 0.00489958
2 25 60 1 1 0.00510384
2 25 60 3 1 0.00494713
2 25 60 6 1 0.0053838
2 25 60 9 1 0.0059369
2 25 60 11 1 0.00447597
2 25 60 15 1 0.00485488
2 25 60 19 1 0.00501914
2 25 60 22 1 0.00563434
2 25 60 32 1 4.25353e+37
2 25 65 0 1 0.00509345
2 25 65 1 1 0.00530119
2 25 65 3 1 0.00536008
2 25 65 6 1 0.00556141
2 25 65 9 1 0.00624833
2 25 65 11 1 0.00488598
2 25 65 15 1 0.00533727
2 25 65 19 1 0.00535869
2 25 65 22 1 0.00623249
2 25 65 32 1 4.25353e+37
2 26 0 0 1 0.00425687
2 26 1 0 1 0.00362003
2 26 3 0 1 0.00420386
2 26 6 0 1 0.0038248
2 26 6 1 1 0.00426812
2 26 8 0 1 0.00377729
2 26 8 1 1 0.00422371
2 26 10 0 1 0.00370695
2 26 10 1 1 0.00405529
2 26 14 0 1 0.00382072
2 26 14 1 1 0.00408911
2 26 14 3 1 0.00388398
2 26 18 0 1 0.00409042
2 26 18 1 1 0.00413833
2 26 18 3 1 0.00397544
2 26 18 6 1 0.00425079
2 26 21 0 1 0.0042387
2 26 21 1 1 0.00424596
2 26 21 3 1 0.00406157
2 26 21 6 1 0.00431121
2 26 21 9 1 0.00464366
2 26 23 0 1 0.00428624
2 26 23 1 1 0.00429993
2 26 23 3 1 0.00413649
2 26 23 6 1 0.00442853
2 26 23 9 1 0.00473136
2 26 23 11 1 0.00504779
2 26 27 0 1 0.0041615
2 26 27 1 1 0.00424515
2 26 27 3 1 0.00407882
2 26 27 6 1 0.00445142
2 26 27 9 1 0.00458658
2 26 27 11 1 0.00479118
2 26 27 15 1 0.00532332
2 26 31 0 1 0.00368615
2 26 31 1 1 0.00409471
2 26 31 3 1 0.00386429
2 26 31 6 1 0.00418866
2 26 31 9 1 0.00441268
2 26 31 11 1 0.0042633
2 26 31 15 1 0.00474606
2 26 31 19 1 0.00568533
2 26 33 0 1 0.00371784
2 26 33 1 1 0.0041656
2 26 33 3 1 0.00388822
2 26 33 6 1 0.00422556
2 26 33 9 1 0.00451425
2 26 33 11 1 0.00458093
2 26 33 15 1 0.00511774
2 26 33 19 1 0.0062451
2 26 33 22 1 0.00653053
2 26 39 0 1 0.00485204
2 26 39 1 1 0.00520942
2 26 39 3 1 0.00480206
2 26 39 6 1 0.00536369
2 26 39 9 1 0.0055825
2 26 39 11 1 0.00482454
2 26 39 15 1 0.00513365
2 26 39 19 1 0.00609049
2 26 39 22 1 0.00644486
2 26 39 32 1 4.25353e+37
2 26 44 0 1 0.00503529
2 26 44 1 1 0.00533632
2 26 44 3 1 0.00496415
2 26 44 6 1 0.00554611
2 26 44 9 1 0.00573975
2 26 44 11 1 0.00483781
2 26 44 15 1 0.00526397
2 26 44 19 1 0.00591708
2 26 44 22 1 0.00634402
2 26 44 32 1 4.25353e+37
2 26 49 0 1 0.00556575
2 26 49 1 1 0.00575497
2 26 49 3 1 0.00531964
2 26 49 6 1 0.00585692
2 26 49 9 1 0.00605572
2 26 49 11 1 0.00493735
2 26 49 15 1 0.00536551
2 26 49 19 1 0.00556606
2 26 49 22 1 0.00591866
2 26 49 32 1 4.25353e+37
2 26 54 0 1 0.0053162
2 26 54 1 1 0.00551163
2 26 54 3 1 0.00529675
2 26 54 6 1 0.00578574
2 26 54 9 1 0.00598083
2 26 54 11 1 0.00502541
2 26 54 15 1 0.00549689
2 26 54 19 1 0.00525735
2 26 54 22 1 0.00585403
2 26 54 32 1 4.25353e+37
2 26 60 0 1 0.00495661
2 26 60 1 1 0.00511734
2 26 60 3 1 0.00492995
2 26 60 6 1 0.005414
2 26 60 9 1 0.00590976
2 26 60 11 1 0.00428397
2 26 60 15 1 0.0046887
2 26 60 19 1 0.00426466
2 26 60 22 1 0.0047459
2 26 60 32 1 4.25353e+37
2 26 65 0 1 0.00509885
2 26 65 1 1 0.00520127
2 26 65 3 1 0.00521041
2 26 65 6 1 0.00545225
2 26 65 9 1 0.00607568
2 26 65 11 1 0.00473873
2 26 65 15 1 0.0051942
2 26 65 19 1 0.00464357
2 26 65 22 1 0.00543386
2 26 65 32 1 4.25353e+37
2 26 72 0 1 0.00510522
2 26 72 1 1 0.00538467
2 26 72 3 1 0.00567434
2 26 72 6 1 0.00666741
2 26 72 9 1 0.00724692
2 26 72 11 1 0.00593948
2 26 72 15 1 0.00655946
2 26 72 19 1 0.0057289
2 26 72 22 1 0.00669375
2 26 72 32 1 4.25353e+37
2 27 0 0 1 0.00447066
2 27 1 0 1 0.0038286
2 27 3 0 1 0.00443821
2 27 6 0 1 0.00399719
2 27 6 1 1 0.00447331
2 27 8 0 1 0.00392084
2 27 8 1 1 0.00439183
2 27 10 0 1 0.00381229
2 27 10 1 1 0.00418254
2 27 14 0 1 0.0039617
2 27 14 1 1 0.00424978
2 27 14 3 1 0.00403585
2 27 18 0 1 0.00419437
2 27 18 1 1 0.0042688
2 27 18 3 1 0.00411248
2 27 18 6 1 0.00436551
2 27 21 0 1 0.00434783
2 27 21 1 1 0.0043902
2 27 21 3 1 0.00422435
2 27 21 6 1 0.00444844
2 27 21 9 1 0.00474933
2 27 23 0 1 0.00451218
2 27 23 1 1 0.00448321
2 27 23 3 1 0.004325
2 27 23 6 1 0.00457067
2 27 23 9 1 0.00481056
2 27 23 11 1 0.00506526
2 27 27 0 1 0.0043293
2 27 27 1 1 0.00439568
2 27 27 3 1 0.00426635
2 27 27 6 1 0.00458518
2 27 27 9 1 0.00457696
2 27 27 11 1 0.00464236
2 27 27 15 1 0.00501538
2 27 31 0 1 0.00378509
2 27 31 1 1 0.00415172
2 27 31 3 1 0.00393545
2 27 31 6 1 0.00420431
2 27 31 9 1 0.00434157
2 27 31 11 1 0.00413542
2 27 31 15 1 0.0044531
2 27 31 19 1 0.00526082
2 27 33 0 1 0.00382805
2 27 33 1 1 0.00424586
2 27 33 3 1 0.00395751
2 27 33 6 1 0.00424642
2 27 33 9 1 0.00444737
2 27 33 11 1 0.00438931
2 27 33 15 1 0.00472395
2 27 33 19 1 0.00561745
2 27 33 22 1 0.0059264
2 27 39 0 1 0.0049106
2 27 39 1 1 0.00525548
2 27 39 3 1 0.00487694
2 27 39 6 1 0.00536463
2 27 39 9 1 0.00550099
2 27 39 11 1 0.00453515
2 27 39 15 1 0.00462422
2 27 39 19 1 0.0048563
2 27 39 22 1 0.00512449
2 27 39 32 1 4.25353e+37
2 27 44 0 1 0.00513805
2 27 44 1 1 0.00546068
2 27 44 3 1 0.00509844
2 27 44 6 1 0.0056119
2 27 44 9 1 0.00574842
2 27 44 11 1 0.00471281
2 27 44 15 1 0.00496464
2 27 44 19 1 0.00518896
2 27 44 22 1 0.00546982
2 27 44 32 1 4.25353e+37
2 27 49 0 1 0.00567314
2 27 49 1 1 0.00583746
2 27 49 3 1 0.005415
